DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,SALES,ORDERS,CUSTOMER_REVIEWS,SHARES,COMMENTS,TOTAL_SUBSCRIBERS
3/6/2021,59,16,5343,471,208,27,13,13403
3/7/2021,49,17,5090,433,234,34,14,13435
3/8/2021,55,14,3270,363,147,28,13,13476
3/9/2021,50,15,3606,308,158,26,15,13511
3/10/2021,59,12,3774,282,162,29,13,13558
3/11/2021,62,16,4417,272,172,30,16,13604
3/12/2021,72,16,3109,342,153,31,16,13660
3/13/2021,64,15,6147,436,268,31,12,13709
3/14/2021,61,17,6060,466,252,28,17,13753
3/15/2021,67,14,3405,339,143,33,16,13806
3/16/2021,48,16,3777,295,189,29,16,13838
3/17/2021,64,13,3542,309,160,30,14,13889
3/18/2021,67,15,3789,311,142,33,16,13941
3/19/2021,53,15,4292,333,181,29,17,13979
3/20/2021,70,15,5948,496,282,29,15,14034
3/21/2021,65,15,5907,459,232,33,18,14084
3/22/2021,60,15,3594,316,148,28,15,14129
3/23/2021,67,16,3206,302,154,30,17,14180
3/24/2021,78,15,3694,268,168,33,16,14243
3/25/2021,64,13,4237,323,177,37,16,14294
3/26/2021,65,18,3210,376,166,33,13,14341
3/27/2021,60,17,5094,432,238,33,16,14384
3/28/2021,58,13,5779,438,273,33,14,14429
3/29/2021,69,16,3436,290,153,28,14,14482
3/30/2021,58,15,3516,341,175,32,18,14525
3/31/2021,64,16,3664,333,154,31,15,14573
4/1/2021,61,16,3309,314,166,32,14,14618
4/2/2021,67,15,3465,290,157,32,15,14670
4/3/2021,66,14,6173,484,238,33,13,14722
4/4/2021,71,14,5021,405,231,31,18,14779
4/5/2021,61,14,3241,326,182,32,14,14826
4/6/2021,63,14,3620,350,148,28,16,14875
4/7/2021,58,15,4153,282,149,31,18,14918
4/8/2021,62,14,3798,273,195,36,15,14966
4/9/2021,67,17,3700,374,177,33,17,15016
4/10/2021,70,18,5853,456,184,32,14,15068
4/11/2021,59,15,4816,541,228,38,20,15112
4/12/2021,71,16,4087,320,132,28,17,15167
4/13/2021,74,17,4049,320,147,28,15,15224
4/14/2021,68,17,3743,340,111,38,15,15275
4/15/2021,78,16,4300,298,160,32,16,15337
4/16/2021,60,17,3470,331,144,31,15,15380
4/17/2021,57,17,6534,472,246,28,19,15420
4/18/2021,54,14,5968,427,205,34,14,15460
4/19/2021,76,17,3789,340,165,34,16,15519
4/20/2021,70,17,3917,321,157,29,16,15572
4/21/2021,66,15,3885,325,189,32,16,15623
4/22/2021,68,16,4410,290,188,31,16,15675
4/23/2021,59,17,3509,384,178,33,16,15717
4/24/2021,83,16,5453,540,240,29,18,15784
4/25/2021,67,18,6519,546,297,37,17,15833
4/26/2021,67,20,3704,322,140,36,17,15880
4/27/2021,72,15,4295,275,143,32,11,15937
4/28/2021,70,14,4612,399,165,32,17,15993
4/29/2021,68,17,3785,332,204,32,13,16044
4/30/2021,62,17,4214,309,163,30,17,16089
5/1/2021,70,16,5235,523,246,32,19,16143
5/2/2021,80,19,6367,562,214,32,15,16204
5/3/2021,77,14,4026,335,183,39,16,16267
5/4/2021,78,17,4134,380,184,36,15,16328
5/5/2021,64,15,3693,374,181,36,18,16377
5/6/2021,61,19,3292,301,158,35,17,16419
5/7/2021,67,20,4147,316,157,30,19,16466
5/8/2021,68,15,4699,556,220,33,17,16519
5/9/2021,76,16,5732,370,256,37,17,16579
5/10/2021,57,18,4318,335,151,29,17,16618
5/11/2021,79,16,4021,292,150,36,18,16681
5/12/2021,67,16,4712,325,163,42,14,16732
5/13/2021,66,17,4347,331,162,37,17,16781
5/14/2021,62,13,3684,330,161,39,16,16830
5/15/2021,57,17,5924,486,268,34,18,16870
5/16/2021,74,15,5878,457,258,37,16,16929
5/17/2021,69,16,3312,423,166,31,15,16982
5/18/2021,60,19,3563,409,175,37,17,17023
5/19/2021,60,15,3710,305,155,36,15,17068
5/20/2021,67,18,3128,400,174,35,13,17117
5/21/2021,81,16,3944,332,175,39,18,17182
5/22/2021,68,16,5737,526,220,32,18,17234
5/23/2021,59,18,4896,517,285,34,18,17275
5/24/2021,68,17,4075,325,158,35,19,17326
5/25/2021,68,18,4194,382,175,31,16,17376
5/26/2021,51,19,3999,353,194,35,14,17408
5/27/2021,70,16,3779,332,190,28,17,17462
5/28/2021,68,16,4133,304,175,38,16,17514
5/29/2021,75,15,6246,478,252,35,16,17574
5/30/2021,83,16,6022,439,286,33,17,17641
5/31/2021,78,22,3569,352,187,32,16,17697
6/1/2021,69,19,3993,310,164,34,14,17747
6/2/2021,63,15,4345,343,162,37,16,17795
6/3/2021,89,15,3646,401,139,37,15,17869
6/4/2021,71,18,4684,396,179,32,18,17922
6/5/2021,71,18,5496,529,262,32,16,17975
6/6/2021,71,18,5812,526,295,37,19,18028
6/7/2021,73,17,3597,422,183,32,20,18084
6/8/2021,70,17,3938,374,201,35,18,18137
6/9/2021,67,18,3175,344,165,36,15,18186
6/10/2021,68,17,3631,306,198,36,20,18237
6/11/2021,71,13,3416,371,169,38,20,18295
6/12/2021,68,17,5821,580,288,31,17,18346
6/13/2021,67,16,6305,504,228,28,20,18397
6/14/2021,73,18,4064,369,183,33,16,18452
6/15/2021,70,23,2907,346,143,42,14,18499
6/16/2021,83,18,4582,353,175,43,16,18564
6/17/2021,53,17,19554,271,940,210,105,18600
6/18/2021,80,19,3498,353,171,35,15,18661
6/19/2021,82,18,5769,595,241,29,18,18725
6/20/2021,57,18,5769,508,294,27,18,18764
6/21/2021,70,19,3521,365,179,34,17,18815
6/22/2021,70,21,3841,336,172,35,17,18864
6/23/2021,63,16,3531,377,182,41,18,18911
6/24/2021,67,19,3601,356,230,39,17,18959
6/25/2021,65,16,3488,330,203,37,15,19008
6/26/2021,86,19,4804,621,304,33,18,19075
6/27/2021,80,16,5679,600,285,33,20,19139
6/28/2021,83,17,3943,344,186,37,19,19205
6/29/2021,79,17,3909,385,139,39,16,19267
6/30/2021,65,20,4015,387,171,38,16,19312
7/1/2021,70,20,3823,392,175,32,17,19362
7/2/2021,77,16,3499,306,149,39,21,19423
7/3/2021,65,18,5997,609,244,38,19,19470
7/4/2021,79,17,4772,523,222,32,19,19532
7/5/2021,72,16,3342,357,184,34,20,19588
7/6/2021,71,18,3312,469,200,39,19,19641
7/7/2021,80,17,4054,382,206,36,18,19704
7/8/2021,78,23,3995,357,193,43,19,19759
7/9/2021,72,19,3821,290,168,39,17,19812
7/10/2021,83,16,6039,637,225,35,15,19879
7/11/2021,67,17,4964,484,229,37,20,19929
7/12/2021,80,20,3747,336,163,37,21,19989
7/13/2021,79,22,3568,362,170,34,16,20046
7/14/2021,73,15,3911,428,184,34,20,20104
7/15/2021,78,15,3557,405,168,40,21,20167
7/16/2021,66,22,3453,370,194,40,18,20211
7/17/2021,82,19,5667,582,274,39,17,20274
7/18/2021,74,17,5835,531,282,43,19,20331
7/19/2021,72,19,3331,383,210,35,17,20384
7/20/2021,84,13,3540,381,166,44,17,20455
7/21/2021,70,18,3178,416,197,34,19,20507
7/22/2021,65,19,2661,416,189,34,15,20553
7/23/2021,64,20,3610,399,183,31,16,20597
7/24/2021,81,17,5621,550,309,36,19,20661
7/25/2021,66,19,5427,613,310,36,18,20708
7/26/2021,90,17,2832,378,172,40,19,20781
7/27/2021,60,19,3387,341,187,39,22,20822
7/28/2021,90,17,2726,367,196,33,19,20895
7/29/2021,78,18,3976,386,186,36,20,20955
7/30/2021,76,17,3110,419,202,36,17,21014
7/31/2021,73,20,5881,565,295,31,20,21067
8/1/2021,80,20,5708,507,340,34,18,21127
8/2/2021,77,18,3157,387,163,35,19,21186
8/3/2021,86,19,3071,390,190,44,19,21253
8/4/2021,78,16,3578,393,175,39,21,21315
8/5/2021,79,18,3159,422,205,41,16,21376
8/6/2021,75,19,3479,427,162,32,14,21432
8/7/2021,77,24,4907,547,300,43,18,21485
8/8/2021,80,17,4230,546,271,43,20,21548
8/9/2021,64,22,2661,348,180,31,19,21590
8/10/2021,67,21,3497,417,166,36,21,21636
8/11/2021,84,20,3222,447,185,40,20,21700
8/12/2021,80,22,3219,378,216,41,18,21758
8/13/2021,77,20,3640,382,195,36,15,21815
8/14/2021,79,20,5694,673,312,37,19,21874
8/15/2021,81,19,4949,618,342,36,21,21936
8/16/2021,74,22,3271,410,201,39,18,21988
8/17/2021,73,21,3551,346,185,44,19,22040
8/18/2021,80,18,2918,421,206,36,20,22102
8/19/2021,71,17,3447,358,186,43,17,22156
8/20/2021,82,19,3553,350,187,36,20,22219
8/21/2021,66,18,5388,573,250,36,23,22267
8/22/2021,87,19,4062,559,324,42,19,22335
8/23/2021,83,22,3099,388,190,43,17,22396
8/24/2021,82,18,3056,340,202,43,19,22460
8/25/2021,87,19,3379,436,178,34,15,22528
8/26/2021,93,20,3504,443,207,37,20,22601
8/27/2021,88,21,3839,321,184,43,20,22668
8/28/2021,65,15,4756,657,294,40,23,22718
8/29/2021,70,18,4750,550,325,35,19,22770
8/30/2021,75,20,3712,435,215,41,20,22825
8/31/2021,80,22,3425,398,199,37,18,22883
9/1/2021,85,19,3746,403,165,47,19,22949
9/2/2021,75,16,3418,394,261,46,17,23008
9/3/2021,82,21,2935,451,236,42,19,23069
9/4/2021,75,18,4313,529,324,45,19,23126
9/5/2021,76,17,4202,642,279,40,20,23185
9/6/2021,69,18,3533,449,199,43,18,23236
9/7/2021,73,19,3706,434,191,46,20,23290
9/8/2021,70,19,3924,499,228,41,19,23341
9/9/2021,73,15,3589,384,208,39,19,23399
9/10/2021,90,22,3694,445,187,33,20,23467
9/11/2021,74,22,4675,603,289,40,20,23519
9/12/2021,103,21,4389,687,339,44,21,23601
9/13/2021,86,18,3589,408,236,44,20,23669
9/14/2021,83,20,3446,393,235,42,19,23732
9/15/2021,75,20,3344,462,219,38,20,23787
9/16/2021,88,21,3437,389,199,32,19,23854
9/17/2021,77,21,3416,352,138,38,19,23910
9/18/2021,83,19,5604,583,316,39,24,23974
9/19/2021,103,20,5611,655,307,39,18,24057
9/20/2021,82,21,3493,469,208,43,20,24118
9/21/2021,92,23,3595,417,207,49,19,24187
9/22/2021,77,22,3487,467,178,41,20,24242
9/23/2021,82,22,3165,357,218,40,19,24302
9/24/2021,98,20,3572,395,219,40,21,24380
9/25/2021,78,23,4290,603,331,41,17,24435
9/26/2021,98,21,5515,615,340,38,22,24512
9/27/2021,89,18,2932,419,220,42,22,24583
9/28/2021,79,23,3428,445,199,43,18,24639
9/29/2021,89,22,3054,398,206,42,16,24706
9/30/2021,92,19,3525,423,210,43,18,24779
10/1/2021,89,19,3332,416,210,43,20,24849
10/2/2021,70,21,4221,568,343,34,26,24898
10/3/2021,78,21,5240,621,333,44,22,24955
10/4/2021,82,21,3163,413,253,39,17,25016
10/5/2021,83,21,3659,413,256,37,19,25078
10/6/2021,89,24,3368,422,211,37,20,25143
10/7/2021,86,23,3506,424,129,43,21,25206
10/8/2021,73,21,3055,403,236,41,18,25258
10/9/2021,88,23,4778,714,298,35,20,25323
10/10/2021,90,18,4854,559,291,44,19,25395
10/11/2021,89,21,3689,392,203,36,18,25463
10/12/2021,94,25,3976,541,202,42,21,25532
10/13/2021,92,20,3136,380,224,43,22,25604
10/14/2021,89,19,3787,367,179,46,23,25674
10/15/2021,84,19,2682,456,189,50,22,25739
10/16/2021,71,18,4536,505,330,36,20,25792
10/17/2021,89,19,4668,624,339,42,22,25862
10/18/2021,87,20,2983,518,227,41,21,25929
10/19/2021,88,18,2911,361,196,44,21,25999
10/20/2021,75,21,3610,343,192,43,20,26053
10/21/2021,76,23,3402,364,203,41,20,26106
10/22/2021,95,19,3618,467,219,40,21,26182
10/23/2021,86,24,5605,717,369,38,26,26244
10/24/2021,92,22,5397,612,255,47,22,26314
10/25/2021,86,23,3746,460,210,45,20,26377
10/26/2021,87,20,3501,491,186,47,19,26444
10/27/2021,95,23,3116,509,180,41,20,26516
10/28/2021,82,19,3922,421,236,40,26,26579
10/29/2021,87,23,3348,333,228,38,20,26643
10/30/2021,83,22,4853,597,339,44,23,26704
10/31/2021,83,22,5275,622,354,38,20,26765
11/1/2021,84,19,3264,423,206,51,22,26830
11/2/2021,89,19,3454,427,207,37,23,26900
11/3/2021,83,23,3741,484,265,44,20,26960
11/4/2021,98,19,3755,491,212,50,20,27039
11/5/2021,79,22,3315,429,234,46,25,27096
11/6/2021,86,18,5216,727,327,44,23,27164
11/7/2021,84,23,6094,679,267,39,23,27225
11/8/2021,100,19,3865,441,174,37,23,27306
11/9/2021,89,23,4462,478,206,47,22,27372
11/10/2021,97,23,4147,442,242,50,26,27446
11/11/2021,75,20,4150,530,237,42,22,27501
11/12/2021,90,23,3219,377,240,38,23,27568
11/13/2021,96,22,6059,627,297,33,18,27642
11/14/2021,89,20,5621,654,384,39,20,27711
11/15/2021,98,19,3574,461,199,43,19,27790
11/16/2021,84,17,3861,498,225,51,24,27857
11/17/2021,101,22,4173,442,221,47,16,27936
11/18/2021,109,18,4020,380,217,45,21,28027
11/19/2021,86,22,3507,481,251,42,15,28091
11/20/2021,85,21,6221,717,309,41,20,28155
11/21/2021,102,23,5444,538,288,50,21,28234
11/22/2021,103,21,3977,445,223,45,25,28316
11/23/2021,85,21,3791,375,214,35,23,28380
11/24/2021,86,23,3840,417,298,41,20,28443
11/25/2021,87,23,4245,407,238,40,24,28507
11/26/2021,77,23,3549,484,214,42,22,28561
11/27/2021,81,23,7128,681,300,47,22,28619
11/28/2021,81,18,4902,586,273,44,19,28682
11/29/2021,83,24,3773,489,201,44,20,28741
11/30/2021,90,23,4181,385,227,50,20,28808
12/1/2021,92,20,4286,465,257,41,22,28880
12/2/2021,104,21,4027,414,250,53,22,28963
12/3/2021,81,22,4063,435,230,42,26,29022
12/4/2021,99,22,6411,712,327,45,23,29099
12/5/2021,89,23,6043,714,348,43,16,29165
12/6/2021,90,25,4720,514,214,45,23,29230
12/7/2021,97,25,4511,450,265,47,19,29302
12/8/2021,81,19,4546,468,222,47,20,29364
12/9/2021,94,24,3794,435,225,42,20,29434
12/10/2021,93,25,4186,464,177,40,21,29502
12/11/2021,96,23,6169,714,334,56,19,29575
12/12/2021,94,25,5747,678,370,43,23,29644
12/13/2021,114,27,4433,374,204,48,19,29731
12/14/2021,86,25,4068,473,211,38,23,29792
12/15/2021,87,23,4603,475,247,44,28,29856
12/16/2021,86,25,3875,427,195,45,19,29917
12/17/2021,87,23,5109,400,253,48,22,29981
12/18/2021,86,23,5982,790,325,33,17,30044
12/19/2021,103,22,6747,724,331,46,22,30125
12/20/2021,105,26,4771,450,204,40,24,30204
12/21/2021,87,21,4189,409,239,47,24,30270
12/22/2021,85,26,4844,424,287,41,23,30329
12/23/2021,97,24,3932,523,249,42,25,30402
12/24/2021,87,19,5159,469,211,45,29,30470
12/25/2021,99,24,6799,657,385,41,27,30545
12/26/2021,95,18,6415,732,336,44,21,30622
12/27/2021,79,24,4432,427,264,40,19,30677
12/28/2021,107,25,4961,535,251,37,22,30759
12/29/2021,110,21,4341,529,164,51,21,30848
12/30/2021,87,23,4285,444,209,40,24,30912
12/31/2021,90,27,4551,437,255,45,20,30975
1/1/2022,96,22,6187,517,355,50,23,31049
1/2/2022,97,20,8329,597,313,43,25,31126
1/3/2022,100,26,4451,405,219,42,23,31200
1/4/2022,113,28,5134,475,189,47,21,31285
1/5/2022,92,23,4861,454,232,52,26,31354
1/6/2022,86,25,4312,407,286,41,19,31415
1/7/2022,81,26,4802,457,254,46,22,31470
1/8/2022,87,21,7807,742,430,38,23,31536
1/9/2022,94,22,7135,744,384,45,23,31608
1/10/2022,111,26,5451,382,260,47,24,31693
1/11/2022,90,27,5391,466,282,43,25,31756
1/12/2022,97,24,5364,408,245,45,23,31829
1/13/2022,95,21,4708,516,232,40,22,31903
1/14/2022,106,28,4420,511,261,47,22,31981
1/15/2022,119,22,7009,648,406,52,22,32078
1/16/2022,90,22,7646,658,339,42,25,32146
1/17/2022,90,24,5295,454,220,44,22,32212
1/18/2022,105,27,3947,369,241,50,25,32290
1/19/2022,102,25,5059,493,258,53,23,32367
1/20/2022,113,24,5165,464,257,40,22,32456
1/21/2022,101,25,4964,524,204,46,25,32532
1/22/2022,92,24,8684,639,426,49,22,32600
1/23/2022,102,25,8049,673,336,47,25,32677
1/24/2022,107,17,5847,407,233,36,24,32767
1/25/2022,104,23,5078,432,218,50,22,32848
1/26/2022,101,24,5701,424,305,55,25,32925
1/27/2022,107,21,6087,529,246,48,25,33011
1/28/2022,108,25,5942,448,220,43,26,33094
1/29/2022,110,23,7046,732,391,45,26,33181
1/30/2022,103,28,7739,696,388,56,25,33256
1/31/2022,95,27,5131,422,237,52,21,33324
2/1/2022,98,23,5596,476,262,51,30,33399
2/2/2022,109,23,5723,513,222,50,20,33485
2/3/2022,89,24,4924,426,230,45,26,33550
2/4/2022,101,23,5432,525,193,47,25,33628
2/5/2022,93,24,6482,667,315,48,21,33697
2/6/2022,98,22,9328,694,430,51,24,33773
2/7/2022,110,21,5175,513,283,56,24,33862
2/8/2022,99,25,5505,455,245,54,27,33936
2/9/2022,98,25,5324,490,284,41,22,34009
2/10/2022,84,22,6144,473,240,49,23,34071
2/11/2022,105,26,3961,496,238,52,18,34150
2/12/2022,104,22,8312,559,369,52,28,34232
2/13/2022,119,25,8266,601,363,45,21,34326
2/14/2022,95,26,5334,521,240,63,25,34395
2/15/2022,100,24,6573,542,273,42,24,34471
2/16/2022,101,25,5125,447,249,43,24,34547
2/17/2022,114,23,6078,480,263,50,26,34638
2/18/2022,98,24,5861,508,271,59,28,34712
2/19/2022,101,24,9591,792,384,45,25,34789
2/20/2022,105,22,7972,591,334,48,26,34872
2/21/2022,101,24,5294,451,213,54,25,34949
2/22/2022,95,20,6357,479,251,49,27,35024
2/23/2022,101,23,5990,531,243,47,23,35102
2/24/2022,110,24,4871,620,250,52,27,35188
2/25/2022,89,24,5467,485,247,51,27,35253
2/26/2022,101,24,9029,640,468,54,27,35330
2/27/2022,93,24,9446,777,322,56,23,35399
2/28/2022,112,26,5430,564,199,51,24,35485
3/1/2022,85,27,4139,504,257,51,25,35543
3/2/2022,94,23,6164,454,240,51,21,35614
3/3/2022,104,21,5156,548,257,52,28,35697
3/4/2022,116,22,4699,534,264,50,24,35791
3/5/2022,100,23,6345,675,423,50,25,35868
3/6/2022,95,24,9596,781,319,56,23,35939
3/7/2022,119,23,6007,552,237,57,21,36035
3/8/2022,86,21,5810,562,262,42,23,36100
3/9/2022,78,24,6785,500,271,50,25,36154
3/10/2022,105,25,6352,486,307,46,26,36234
3/11/2022,96,26,6951,566,276,48,25,36304
3/12/2022,91,23,7741,666,375,52,26,36372
3/13/2022,108,24,8982,792,345,53,24,36456
3/14/2022,104,22,5047,437,238,50,26,36538
3/15/2022,96,25,5895,560,238,40,29,36609
3/16/2022,88,23,5894,494,270,45,27,36674
3/17/2022,110,26,6435,572,260,55,27,36758
3/18/2022,108,20,6094,533,220,36,26,36846
3/19/2022,101,24,9685,669,364,56,21,36923
3/20/2022,121,26,9776,873,414,53,22,37018
3/21/2022,91,25,7413,589,263,57,26,37084
3/22/2022,86,32,5916,555,269,50,25,37138
3/23/2022,95,26,5542,472,265,40,26,37207
3/24/2022,102,22,6279,496,297,53,29,37287
3/25/2022,105,25,5644,519,261,57,27,37367
3/26/2022,100,21,10586,714,369,55,28,37446
3/27/2022,106,25,8969,900,348,47,25,37527
3/28/2022,90,23,5814,521,263,51,23,37594
3/29/2022,118,28,5879,375,194,48,25,37684
3/30/2022,102,24,6622,532,252,47,23,37762
3/31/2022,115,25,6088,497,252,56,29,37852
4/1/2022,107,24,5795,512,222,45,27,37935
4/2/2022,108,30,10848,745,351,47,27,38013
4/3/2022,109,25,8512,837,418,45,29,38097
4/4/2022,108,30,6233,575,264,44,20,38175
4/5/2022,110,27,6622,532,261,52,27,38258
4/6/2022,117,27,5207,501,267,57,22,38348
4/7/2022,106,26,6527,517,261,50,25,38428
4/8/2022,111,26,5575,520,291,44,25,38513
4/9/2022,103,20,10126,717,394,56,27,38596
4/10/2022,119,25,8461,826,333,60,26,38690
4/11/2022,97,28,6678,545,302,48,29,38759
4/12/2022,123,25,6940,602,270,49,24,38857
4/13/2022,104,22,6791,588,245,54,27,38939
4/14/2022,89,25,6412,487,228,60,26,39003
4/15/2022,106,30,6113,566,271,49,21,39079
4/16/2022,98,29,8848,711,387,45,23,39148
4/17/2022,114,26,53881,841,2272,275,125,39236
4/18/2022,98,28,5826,498,253,56,29,39306
4/19/2022,100,25,5615,472,240,52,27,39381
4/20/2022,85,21,6683,541,286,49,23,39445
4/21/2022,100,23,5768,385,287,57,25,39522
4/22/2022,80,30,5672,435,267,55,31,39572
4/23/2022,89,25,8045,777,421,48,26,39636
4/24/2022,114,25,8947,798,394,53,25,39725
4/25/2022,114,25,6215,509,270,45,27,39814
4/26/2022,110,31,6419,445,295,56,28,39893
4/27/2022,96,30,6862,486,281,51,25,39959
4/28/2022,106,32,6595,551,260,50,27,40033
4/29/2022,106,26,6143,562,301,52,25,40113
4/30/2022,94,27,9206,795,303,53,28,40180
5/1/2022,122,22,9867,889,480,57,27,40280
5/2/2022,116,30,7053,554,220,56,27,40366
5/3/2022,104,23,6333,493,249,52,24,40447
5/4/2022,107,27,5957,518,265,57,24,40527
5/5/2022,109,23,5626,459,263,55,29,40613
5/6/2022,85,25,5341,529,294,51,26,40673
5/7/2022,104,24,9984,892,358,52,27,40753
5/8/2022,100,25,9893,858,411,52,25,40828
5/9/2022,96,25,6590,611,252,56,29,40899
5/10/2022,104,25,6146,520,276,51,25,40978
5/11/2022,127,29,7096,610,266,51,26,41076
5/12/2022,114,23,5914,527,271,64,29,41167
5/13/2022,101,27,6803,618,254,58,30,41241
5/14/2022,114,30,9270,807,382,49,25,41325
5/15/2022,123,25,8730,867,415,57,32,41423
5/16/2022,118,25,6558,620,295,54,27,41516
5/17/2022,109,26,6438,530,254,56,24,41599
5/18/2022,101,30,6398,553,246,54,28,41670
5/19/2022,116,27,6220,611,287,60,26,41759
5/20/2022,113,25,6139,535,270,56,28,41847
5/21/2022,118,28,11438,706,439,53,27,41937
5/22/2022,116,24,10313,990,369,59,27,42029
5/23/2022,120,29,6583,518,223,55,24,42120
5/24/2022,103,28,6199,553,257,55,29,42195
5/25/2022,123,26,6739,608,251,56,24,42292
5/26/2022,111,24,6430,512,270,54,24,42379
5/27/2022,132,24,6120,491,255,54,28,42487
5/28/2022,102,28,8865,840,439,51,31,42561
5/29/2022,128,30,9054,673,397,50,26,42659
5/30/2022,112,25,4150,532,277,49,29,42746
5/31/2022,102,28,6194,561,278,47,30,42820
6/1/2022,104,21,5759,534,279,50,29,42903
6/2/2022,106,25,7008,464,273,53,26,42984
6/3/2022,115,27,6046,637,288,55,24,43072
6/4/2022,116,25,7962,834,379,53,21,43163
6/5/2022,104,24,8976,945,469,42,26,43243
6/6/2022,110,25,5374,537,269,63,30,43328
6/7/2022,134,28,6274,503,239,61,24,43434
6/8/2022,130,27,6153,567,281,57,29,43537
6/9/2022,115,21,6540,541,252,65,25,43631
6/10/2022,111,21,5485,488,295,49,27,43721
6/11/2022,112,26,8946,952,507,65,29,43807
6/12/2022,118,28,7683,780,382,50,25,43897
6/13/2022,100,20,6335,453,286,56,28,43977
6/14/2022,108,26,6214,629,229,48,26,44059
6/15/2022,93,26,6187,528,290,55,29,44126
6/16/2022,116,31,5883,523,253,57,28,44211
6/17/2022,119,26,6113,459,261,54,28,44304
6/18/2022,106,28,10195,982,372,59,32,44382
6/19/2022,129,28,8515,729,448,56,29,44483
6/20/2022,98,21,5911,562,307,52,26,44560
6/21/2022,95,30,5185,610,280,52,27,44625
6/22/2022,114,28,5299,583,255,60,27,44711
6/23/2022,124,29,5847,557,324,52,28,44806
6/24/2022,131,39,6414,465,259,61,35,44898
6/25/2022,107,22,8423,774,330,63,29,44983
6/26/2022,125,32,8420,859,439,46,22,45076
6/27/2022,112,27,5502,518,250,62,26,45161
6/28/2022,111,28,5416,575,309,67,22,45244
6/29/2022,123,28,5876,602,271,57,27,45339
6/30/2022,120,27,4841,618,299,59,22,45432
7/1/2022,95,26,6407,495,321,62,25,45501
7/2/2022,130,29,7933,1033,372,54,23,45602
7/3/2022,129,23,9090,913,399,57,29,45708
7/4/2022,106,30,4921,566,281,49,28,45784
7/5/2022,118,27,5999,629,327,57,29,45875
7/6/2022,119,25,5987,702,265,59,28,45969
7/7/2022,116,27,5810,486,267,59,24,46058
7/8/2022,107,31,5026,556,297,62,29,46134
7/9/2022,106,26,8558,651,402,52,33,46214
7/10/2022,114,29,7343,870,433,53,29,46299
7/11/2022,127,26,5398,591,240,67,27,46400
7/12/2022,120,30,6092,568,348,56,24,46490
7/13/2022,110,30,5949,534,247,58,25,46570
7/14/2022,123,33,5504,454,276,56,29,46660
7/15/2022,82,28,4947,594,285,52,31,46714
7/16/2022,128,30,8731,984,511,66,29,46812
7/17/2022,95,28,8196,808,372,54,30,46879
7/18/2022,111,32,4177,599,343,50,30,46958
7/19/2022,102,26,5850,484,308,54,30,47034
7/20/2022,100,30,5399,601,299,45,26,47104
7/21/2022,128,28,6047,553,259,53,29,47204
7/22/2022,110,28,4794,532,304,52,26,47286
7/23/2022,119,29,5497,799,400,61,28,47376
7/24/2022,115,29,8259,831,487,53,29,47462
7/25/2022,121,28,5499,600,260,62,33,47555
7/26/2022,116,29,4429,502,285,65,25,47642
7/27/2022,101,33,4796,556,273,62,30,47710
7/28/2022,127,31,6765,577,261,56,33,47806
7/29/2022,110,31,5129,516,311,58,31,47885
7/30/2022,98,27,8495,1027,457,49,31,47956
7/31/2022,111,26,7384,796,487,57,30,48041
8/1/2022,134,31,4154,542,238,53,32,48144
8/2/2022,126,31,5150,525,321,62,25,48239
8/3/2022,112,33,5088,687,364,73,25,48318
8/4/2022,112,27,5006,615,278,61,29,48403
8/5/2022,113,28,5143,529,347,46,22,48488
8/6/2022,141,24,7992,973,426,56,32,48605
8/7/2022,121,28,7652,894,378,59,32,48698
8/8/2022,122,32,4514,600,283,59,27,48788
8/9/2022,129,27,5406,565,323,54,28,48890
8/10/2022,120,31,4141,542,268,60,29,48979
8/11/2022,114,28,4080,607,275,51,29,49065
8/12/2022,115,30,5501,555,311,53,29,49150
8/13/2022,117,26,8056,1042,441,62,31,49241
8/14/2022,117,29,7607,771,466,52,28,49329
8/15/2022,126,20,4380,679,301,62,32,49435
8/16/2022,118,28,4721,583,308,50,30,49525
8/17/2022,127,24,4937,608,282,69,27,49628
8/18/2022,117,33,4254,640,302,54,33,49712
8/19/2022,119,31,4678,554,268,57,25,49800
8/20/2022,95,30,8058,964,499,61,29,49865
8/21/2022,129,34,8628,648,415,55,32,49960
8/22/2022,123,26,4813,550,329,60,27,50057
8/23/2022,130,34,5396,538,289,62,30,50153
8/24/2022,84,32,4049,519,302,65,31,50205
8/25/2022,144,29,5330,582,282,64,27,50320
8/26/2022,117,33,4591,618,267,58,29,50404
8/27/2022,132,26,7707,955,367,58,29,50510
8/28/2022,107,27,7282,915,399,73,28,50590
8/29/2022,127,28,5627,557,288,65,36,50689
8/30/2022,107,28,4530,619,304,54,27,50768
8/31/2022,112,26,5269,605,329,60,32,50854
9/1/2022,143,33,4813,654,285,57,28,50964
9/2/2022,117,29,4868,645,272,59,26,51052
9/3/2022,122,31,7275,901,384,52,30,51143
9/4/2022,130,28,6777,819,471,57,31,51245
9/5/2022,126,24,4923,561,341,70,32,51347
9/6/2022,122,30,4894,568,338,63,34,51439
9/7/2022,125,24,5040,582,322,45,38,51540
9/8/2022,149,29,4959,618,320,67,30,51660
9/9/2022,120,26,5305,645,352,66,28,51754
9/10/2022,123,36,8046,900,466,58,31,51841
9/11/2022,133,32,6588,906,481,64,29,51942
9/12/2022,134,30,5331,613,292,55,33,52046
